BPC,CCR,Report_Date,Entry,Age,ctznRace,ctznSex,Closed,Unit,Administrative_Closure,Allegation,Finding,ofcrRace,ofcrSex,ObjectId
18-818,70276,2019/09/29 00:00:00+00,Walk In,26,Black,Female,2019/01/09 00:00:00+00,11TH PRECINCT,,Procedure,No Charge,Black,Male,11953
18-818,70276,2019/09/29 00:00:00+00,Walk In,26,Black,Female,2019/01/09 00:00:00+00,11TH PRECINCT,,Procedure,No Charge,Black,Male,11955
18-818,70276,2019/09/29 00:00:00+00,Walk In,26,Black,Female,2019/01/09 00:00:00+00,11TH PRECINCT,,Demeanor,Sustained,Black,Male,11957
18-818,70276,2019/09/29 00:00:00+00,Walk In,26,Black,Female,2019/01/09 00:00:00+00,11TH PRECINCT,,Demeanor,No Charge,Black,Male,11958
18-817,70274,2019/09/28 00:00:00+00,In-Custody,23,Black,Male,2018/12/28 00:00:00+00,12TH PRECINCT,,Force,No Charge,Black,Female,11845
18-817,70274,2019/09/28 00:00:00+00,In-Custody,23,Black,Male,2018/12/28 00:00:00+00,12TH PRECINCT,,Force,No Charge,White,Male,11905
18-817,70274,2019/09/28 00:00:00+00,In-Custody,23,Black,Male,2018/12/28 00:00:00+00,12TH PRECINCT,,Force,Inconclusive,White,Male,11934
18-817,70274,2019/09/28 00:00:00+00,In-Custody,23,Black,Male,2018/12/28 00:00:00+00,12TH PRECINCT,,Force,Inconclusive,Black,Male,11936
18-816,70273,2019/09/28 00:00:00+00,Walk In,29,Black,Male,2019/01/02 00:00:00+00,UNKNOWN COMMAND,,Procedure,No Charge,Unknown,Unknown,11937
18-816,70273,2019/09/28 00:00:00+00,Walk In,29,Black,Male,2019/01/02 00:00:00+00,UNKNOWN COMMAND,,Demeanor,No Charge,Unknown,Unknown,11938
18-816,70273,2019/09/28 00:00:00+00,Walk In,29,Black,Male,2019/01/02 00:00:00+00,GANG INTELLIGENCE,,Procedure,Unfounded,Black,Male,11939
18-816,70273,2019/09/28 00:00:00+00,Walk In,29,Black,Male,2019/01/02 00:00:00+00,GANG INTELLIGENCE,,Procedure,Unfounded,Black,Male,11940
18-816,70273,2019/09/28 00:00:00+00,Walk In,29,Black,Male,2019/01/02 00:00:00+00,GANG INTELLIGENCE,,Procedure,Unfounded,White,Male,11941
18-816,70273,2019/09/28 00:00:00+00,Walk In,29,Black,Male,2019/01/02 00:00:00+00,GANG INTELLIGENCE,,Procedure,Sustained,White,Male,11942
18-815,70272,2019/09/28 00:00:00+00,Telephone (or TDD),46,Black,Male,2018/10/26 00:00:00+00,8TH PRECINCT,Admin.Close/Innocence of the Charge,Procedure,Admin. Closure,Asian,Male,11943
18-814,70271,2019/09/28 00:00:00+00,Telephone (or TDD),60,White,Female,2019/01/14 00:00:00+00,UNKNOWN COMMAND,,Demeanor,No Charge,Unknown,Unknown,11944
18-814,70271,2019/09/28 00:00:00+00,Telephone (or TDD),60,White,Female,2019/01/14 00:00:00+00,COMMUNICATIONS OPERATIONS,,Demeanor,Unfounded,Black,Female,11945
18-813,70270,2019/09/28 00:00:00+00,Telephone (or TDD),118,Unknown,Male,2018/12/26 00:00:00+00,MAJOR VIOLATORS,,Property,No Charge,Black,Male,11946
18-813,70270,2019/09/28 00:00:00+00,Telephone (or TDD),118,Unknown,Male,2018/12/26 00:00:00+00,MAJOR VIOLATORS,,Procedure,No Charge,Black,Male,11947
18-813,70270,2019/09/28 00:00:00+00,Telephone (or TDD),118,Unknown,Male,2018/12/26 00:00:00+00,MAJOR VIOLATORS,,Demeanor,Unfounded,Black,Male,11948
18-812,70269,2019/09/27 00:00:00+00,Telephone (or TDD),36,Black,Female,2019/01/30 00:00:00+00,GANG INTELLIGENCE,,Property,Exonerated,White,Male,11656
18-812,70269,2019/09/27 00:00:00+00,Telephone (or TDD),36,Black,Female,2019/01/30 00:00:00+00,GANG INTELLIGENCE,,Property,Exonerated,White,Male,11672
18-812,70269,2019/09/27 00:00:00+00,Telephone (or TDD),36,Black,Female,2019/01/30 00:00:00+00,GANG INTELLIGENCE,,Property,Exonerated,Black,Male,11692
18-812,70269,2019/09/27 00:00:00+00,Telephone (or TDD),36,Black,Female,2019/01/30 00:00:00+00,GANG INTELLIGENCE,,Procedure,Inconclusive,White,Male,11707
18-811,70268,2019/09/27 00:00:00+00,Telephone (or TDD),20,Black,Female,2018/12/26 00:00:00+00,UNKNOWN COMMAND,,Procedure,No Charge,Unknown,Unknown,11716
18-811,70268,2019/09/27 00:00:00+00,Telephone (or TDD),20,Black,Female,2018/12/26 00:00:00+00,UNKNOWN COMMAND,,Demeanor,Inconclusive,Unknown,Unknown,11727
18-810,70267,2019/09/27 00:00:00+00,Telephone (or TDD),57,Black,Female,2019/01/17 00:00:00+00,UNKNOWN COMMAND,Admin.close/Inadequate Service,Service,No Charge,Unknown,Unknown,11734
18-810,70267,2019/09/27 00:00:00+00,Telephone (or TDD),57,Black,Female,2019/01/17 00:00:00+00,COMMUNICATIONS OPERATIONS,Admin.close/Inadequate Service,Service,Admin. Closure,Unknown,Unknown,11741
18-812,70269,2019/09/27 00:00:00+00,Telephone (or TDD),36,Black,Female,2019/01/30 00:00:00+00,UNKNOWN COMMAND,,Property,No Charge,Unknown,Unknown,11760
18-812,70269,2019/09/27 00:00:00+00,Telephone (or TDD),36,Black,Female,2019/01/30 00:00:00+00,UNKNOWN COMMAND,,Procedure,No Charge,Unknown,Unknown,11761
18-812,70269,2019/09/27 00:00:00+00,Telephone (or TDD),36,Black,Female,2019/01/30 00:00:00+00,GANG INTELLIGENCE,,Property,Unfounded,White,Male,11762
18-812,70269,2019/09/27 00:00:00+00,Telephone (or TDD),36,Black,Female,2019/01/30 00:00:00+00,GANG INTELLIGENCE,,Property,Unfounded,Black,Male,11763
18-812,70269,2019/09/27 00:00:00+00,Telephone (or TDD),36,Black,Female,2019/01/30 00:00:00+00,GANG INTELLIGENCE,,Property,Unfounded,Black,Male,11764
18-812,70269,2019/09/27 00:00:00+00,Telephone (or TDD),36,Black,Female,2019/01/30 00:00:00+00,GANG INTELLIGENCE,,Property,Unfounded,White,Male,11765
18-812,70269,2019/09/27 00:00:00+00,Telephone (or TDD),36,Black,Female,2019/01/30 00:00:00+00,GANG INTELLIGENCE,,Property,Unfounded,White,Male,11766
18-812,70269,2019/09/27 00:00:00+00,Telephone (or TDD),36,Black,Female,2019/01/30 00:00:00+00,GANG INTELLIGENCE,,Property,Unfounded,White,Male,11767
18-812,70269,2019/09/27 00:00:00+00,Telephone (or TDD),36,Black,Female,2019/01/30 00:00:00+00,GANG INTELLIGENCE,,Property,Unfounded,Black,Male,11768
18-812,70269,2019/09/27 00:00:00+00,Telephone (or TDD),36,Black,Female,2019/01/30 00:00:00+00,GANG INTELLIGENCE,,Property,Exonerated,White,Male,11769
18-812,70269,2019/09/27 00:00:00+00,Telephone (or TDD),36,Black,Female,2019/01/30 00:00:00+00,GANG INTELLIGENCE,,Property,Exonerated,Black,Male,11770
18-812,70269,2019/09/27 00:00:00+00,Telephone (or TDD),36,Black,Female,2019/01/30 00:00:00+00,GANG INTELLIGENCE,,Property,Exonerated,Black,Male,11771
18-812,70269,2019/09/27 00:00:00+00,Telephone (or TDD),36,Black,Female,2019/01/30 00:00:00+00,GANG INTELLIGENCE,,Property,Exonerated,White,Male,11772
18-810,70267,2019/09/27 00:00:00+00,Telephone (or TDD),57,Black,Female,2019/01/17 00:00:00+00,2ND PRECINCT,Admin.close/Inadequate Service,Service,Admin. Closure,Black,Male,11814
18-810,70267,2019/09/27 00:00:00+00,Telephone (or TDD),57,Black,Female,2019/01/17 00:00:00+00,2ND PRECINCT,Admin.close/Inadequate Service,Service,Admin. Closure,Black,Male,11840
18-809,70266,2019/09/26 00:00:00+00,Walk In,0,Unknown,Male,2018/09/26 00:00:00+00,9TH PRECINCT,Duplication,Service,Void,Black,Female,11748
18-809,70266,2019/09/26 00:00:00+00,Walk In,0,Unknown,Male,2018/09/26 00:00:00+00,9TH PRECINCT,Duplication,Procedure,Void,Black,Female,11749
18-809,70266,2019/09/26 00:00:00+00,Walk In,0,Unknown,Male,2018/09/26 00:00:00+00,9TH PRECINCT,Duplication,Service,Void,Black,Female,11750
18-809,70266,2019/09/26 00:00:00+00,Walk In,0,Unknown,Male,2018/09/26 00:00:00+00,9TH PRECINCT,Duplication,Procedure,Void,Black,Female,11751
18-808,70265,2019/09/26 00:00:00+00,Walk In,9,Unknown,Male,2018/09/26 00:00:00+00,9TH PRECINCT,Duplication,Service,Void,Black,Female,11752
18-808,70265,2019/09/26 00:00:00+00,Walk In,9,Unknown,Male,2018/09/26 00:00:00+00,9TH PRECINCT,Duplication,Procedure,Void,Black,Female,11753
18-808,70265,2019/09/26 00:00:00+00,Walk In,0,Unknown,Male,2018/09/26 00:00:00+00,9TH PRECINCT,Duplication,Service,Void,Black,Female,11754
18-808,70265,2019/09/26 00:00:00+00,Walk In,0,Unknown,Male,2018/09/26 00:00:00+00,9TH PRECINCT,Duplication,Procedure,Void,Black,Female,11755
18-807,70264,2019/09/26 00:00:00+00,Walk In,907,Unknown,Male,2018/12/26 00:00:00+00,9TH PRECINCT,,Service,Sustained,Black,Female,11756
18-807,70264,2019/09/26 00:00:00+00,Walk In,907,Unknown,Male,2018/12/26 00:00:00+00,9TH PRECINCT,,Procedure,No Charge,Black,Female,11757
18-807,70264,2019/09/26 00:00:00+00,Walk In,907,Unknown,Male,2018/12/26 00:00:00+00,9TH PRECINCT,,Service,Sustained,Black,Female,11758
18-807,70264,2019/09/26 00:00:00+00,Walk In,907,Unknown,Male,2018/12/26 00:00:00+00,9TH PRECINCT,,Procedure,No Charge,Black,Female,11759
18-806,70263,2019/09/25 00:00:00+00,Telephone (or TDD),60,White,Male,2018/12/13 00:00:00+00,GANG INTELLIGENCE SURVEILLANCE TRANSIT TEAM,,Procedure,Inconclusive,White,Male,11686
18-805,70262,2019/09/25 00:00:00+00,Telephone (or TDD),65,Unknown,Female,2018/10/11 00:00:00+00,UNKNOWN COMMAND,Admin. Closure,Harassment,Admin. Closure,Unknown,Unknown,11687
18-804,70261,2019/09/25 00:00:00+00,Telephone (or TDD),29,Black,Male,2018/12/18 00:00:00+00,UNKNOWN COMMAND,Admin. Closure,Property,No Charge,Unknown,Unknown,11688
18-804,70261,2019/09/25 00:00:00+00,Telephone (or TDD),29,Black,Male,2018/12/18 00:00:00+00,UNKNOWN COMMAND,Admin. Closure,Procedure,No Charge,Unknown,Unknown,11689
18-804,70261,2019/09/25 00:00:00+00,Telephone (or TDD),29,Black,Male,2018/12/18 00:00:00+00,DOWNTOWN SERVICES DIVISION,Admin. Closure,Procedure,Admin. Closure,Black,Male,11693
18-803,70260,2019/09/25 00:00:00+00,Telephone (or TDD),29,Black,Female,2018/12/21 00:00:00+00,UNKNOWN COMMAND,,Service,No Charge,Unknown,Unknown,11708
18-803,70260,2019/09/25 00:00:00+00,Telephone (or TDD),29,Black,Female,2018/12/21 00:00:00+00,6TH PRECINCT,,Procedure,Unfounded,Black,Female,11710
18-803,70260,2019/09/25 00:00:00+00,Telephone (or TDD),29,Black,Female,2018/12/21 00:00:00+00,6TH PRECINCT,,Procedure,Unfounded,Black,Male,11719
18-803,70260,2019/09/25 00:00:00+00,Telephone (or TDD),29,Black,Female,2018/12/21 00:00:00+00,6TH PRECINCT,,Demeanor,Unfounded,Black,Female,11720
18-803,70260,2019/09/25 00:00:00+00,Telephone (or TDD),29,Black,Female,2018/12/21 00:00:00+00,6TH PRECINCT,,Demeanor,Unfounded,Black,Male,11722
18-802,70259,2019/09/25 00:00:00+00,Telephone (or TDD),33,Black,Female,2018/12/11 00:00:00+00,UNKNOWN COMMAND,,Service,No Charge,Unknown,Unknown,11729
18-802,70259,2019/09/25 00:00:00+00,Telephone (or TDD),33,Black,Female,2018/12/11 00:00:00+00,UNKNOWN COMMAND,,Procedure,No Charge,Unknown,Unknown,11736
18-802,70259,2019/09/25 00:00:00+00,Telephone (or TDD),33,Black,Female,2018/12/11 00:00:00+00,9TH PRECINCT,,Procedure,Sustained,Black,Male,11743
18-802,70259,2019/09/25 00:00:00+00,Telephone (or TDD),33,Black,Female,2018/12/11 00:00:00+00,9TH PRECINCT,,Procedure,Sustained,Black,Male,11744
18-802,70259,2019/09/25 00:00:00+00,Telephone (or TDD),33,Black,Female,2018/12/11 00:00:00+00,9TH PRECINCT,,Demeanor,Sustained,Black,Male,11745
18-802,70259,2019/09/25 00:00:00+00,Telephone (or TDD),33,Black,Female,2018/12/11 00:00:00+00,9TH PRECINCT,,Arrest,Sustained,Black,Male,11746
18-802,70259,2019/09/25 00:00:00+00,Telephone (or TDD),33,Black,Female,2018/12/11 00:00:00+00,9TH PRECINCT,,Arrest,Sustained,Black,Male,11747
18-799,70256,2019/09/24 00:00:00+00,Walk In,54,Black,Male,2018/10/03 00:00:00+00,9TH PRECINCT,Transferred,Property,Admin. Closure,White,Male,11639
18-798,70255,2019/09/24 00:00:00+00,Telephone (or TDD),46,Unknown,Female,2019/01/04 00:00:00+00,8TH PRECINCT,,Property,Exonerated,White,Female,11670
18-797,70254,2019/09/24 00:00:00+00,Telephone (or TDD),58,Black,Female,2019/01/08 00:00:00+00,UNKNOWN COMMAND,Admin. Closure,Procedure,Admin. Closure,Unknown,Unknown,11680
18-797,70254,2019/09/24 00:00:00+00,Telephone (or TDD),58,Black,Female,2019/01/08 00:00:00+00,UNKNOWN COMMAND,Admin. Closure,Demeanor,Admin. Closure,Unknown,Unknown,11681
18-796,70253,2019/09/24 00:00:00+00,Telephone (or TDD),45,Black,Female,2018/12/05 00:00:00+00,UNKNOWN COMMAND,Admin. Closure,Procedure,Admin. Closure,Unknown,Unknown,11682
18-795,70252,2019/09/24 00:00:00+00,Online,48,White,Male,2018/09/25 00:00:00+00,7TH PRECINCT,Transferred,Procedure,Admin. Closure,White,Male,11683
18-794,70251,2019/09/24 00:00:00+00,Telephone (or TDD),21,Black,Female,2018/10/12 00:00:00+00,UNKNOWN COMMAND,Admin.close/Inadequate Service,Service,No Charge,Unknown,Unknown,11684
18-794,70251,2019/09/24 00:00:00+00,Telephone (or TDD),21,Black,Female,2018/10/12 00:00:00+00,COMMUNICATIONS OPERATIONS,Admin.close/Inadequate Service,Service,Admin. Closure,Unknown,Unknown,11685
18-801,70258,2019/09/24 00:00:00+00,Telephone (or TDD),29,Black,Female,2018/12/17 00:00:00+00,8TH PRECINCT,Admin. Closure,Procedure,Admin. Closure,Black,Male,11897
18-801,70258,2019/09/24 00:00:00+00,Telephone (or TDD),29,Black,Female,2018/12/17 00:00:00+00,8TH PRECINCT,Admin. Closure,Procedure,Admin. Closure,Hispanic,Male,11898
18-800,70257,2019/09/24 00:00:00+00,Walk In,38,Black,Female,2019/01/15 00:00:00+00,HOMICIDE SECTION,,Procedure,Inconclusive,Black,Female,11899
18-800,70257,2019/09/24 00:00:00+00,Walk In,38,Black,Female,2019/01/15 00:00:00+00,HOMICIDE SECTION,,Service,No Charge,Hispanic,Male,11900
18-800,70257,2019/09/24 00:00:00+00,Walk In,38,Black,Female,2019/01/15 00:00:00+00,HOMICIDE SECTION,,Procedure,Exonerated,Hispanic,Male,11901
18-800,70257,2019/09/24 00:00:00+00,Walk In,38,Black,Female,2019/01/15 00:00:00+00,DETROIT POLICE DEPARTMENT,,Procedure,Exonerated,Unknown,Unknown,11902
18-799,70256,2019/09/24 00:00:00+00,Walk In,54,Black,Male,2018/10/03 00:00:00+00,9TH PRECINCT,Transferred,Property,Admin. Closure,White,Male,11903
18-793,70250,2019/09/23 00:00:00+00,Walk In,45,Black,Female,2019/01/08 00:00:00+00,12TH PRECINCT,Admin.close/Inadequate Service,Service,No Charge,Black,Male,11892
18-793,70250,2019/09/23 00:00:00+00,Walk In,45,Black,Female,2019/01/08 00:00:00+00,12TH PRECINCT,Admin.close/Inadequate Service,Service,Admin. Closure,Black,Male,11893
18-793,70250,2019/09/23 00:00:00+00,Walk In,45,Black,Female,2019/01/08 00:00:00+00,12TH PRECINCT,Admin.close/Inadequate Service,Service,Admin. Closure,Black,Male,11894
18-793,70250,2019/09/23 00:00:00+00,Walk In,45,Black,Female,2019/01/08 00:00:00+00,12TH PRECINCT,Admin.close/Inadequate Service,Procedure,No Charge,Black,Male,11895
18-793,70250,2019/09/23 00:00:00+00,Walk In,45,Black,Female,2019/01/08 00:00:00+00,12TH PRECINCT,Admin.close/Inadequate Service,Demeanor,No Charge,Black,Male,11896
18-792,70249,2019/09/21 00:00:00+00,Walk In,44,Black,Female,2018/12/21 00:00:00+00,7TH PRECINCT,,Service,No Charge,Black,Female,11813
18-792,70249,2019/09/21 00:00:00+00,Walk In,44,Black,Female,2018/12/21 00:00:00+00,7TH PRECINCT,,Procedure,No Charge,Black,Female,11838
18-792,70249,2019/09/21 00:00:00+00,Walk In,44,Black,Female,2018/12/21 00:00:00+00,7TH PRECINCT,,Demeanor,Unfounded,Black,Female,11843
18-791,70248,2019/09/21 00:00:00+00,Walk In,19,Black,Male,2018/12/18 00:00:00+00,TRAFFIC ENFORCEMENT UNIT,,Service,No Charge,Black,Male,11848
18-791,70248,2019/09/21 00:00:00+00,Walk In,19,Black,Male,2018/12/18 00:00:00+00,TRAFFIC ENFORCEMENT UNIT,,Procedure,Sustained,Black,Male,11878
18-791,70248,2019/09/21 00:00:00+00,Walk In,19,Black,Male,2018/12/18 00:00:00+00,TRAFFIC ENFORCEMENT UNIT,,Procedure,Exonerated,Black,Male,11879
18-791,70248,2019/09/21 00:00:00+00,Walk In,19,Black,Male,2018/12/18 00:00:00+00,TRAFFIC ENFORCEMENT UNIT,,Demeanor,Inconclusive,Black,Male,11880
18-790,70247,2019/09/21 00:00:00+00,Walk In,45,Black,Female,2018/09/28 00:00:00+00,8TH PRECINCT,Admin. Closure,Procedure,Admin. Closure,Black,Male,11881
18-790,70247,2019/09/21 00:00:00+00,Walk In,45,Black,Female,2018/09/28 00:00:00+00,8TH PRECINCT,Admin. Closure,Procedure,Admin. Closure,Hispanic,Male,11882
18-789,70246,2019/09/21 00:00:00+00,Walk In,22,Black,Male,2018/12/17 00:00:00+00,DOWNTOWN SERVICES DIVISION,,Procedure,Sustained,Black,Male,11883
18-789,70246,2019/09/21 00:00:00+00,Walk In,22,Black,Male,2018/12/17 00:00:00+00,DOWNTOWN SERVICES DIVISION,,Harassment,Sustained,Black,Male,11884
18-789,70246,2019/09/21 00:00:00+00,Walk In,22,Black,Male,2018/12/17 00:00:00+00,DOWNTOWN SERVICES DIVISION,,Demeanor,Inconclusive,Black,Male,11885
18-789,70246,2019/09/21 00:00:00+00,Walk In,22,Black,Male,2018/12/17 00:00:00+00,DOWNTOWN SERVICES DIVISION,,Arrest,No Charge,Black,Male,11886
18-788,70245,2019/09/21 00:00:00+00,Walk In,54,White,Female,2018/12/13 00:00:00+00,UNKNOWN COMMAND,,Procedure,No Charge,Unknown,Unknown,11887
18-788,70245,2019/09/21 00:00:00+00,Walk In,54,White,Female,2018/12/13 00:00:00+00,UNKNOWN COMMAND,,Demeanor,No Charge,Unknown,Unknown,11888
18-788,70245,2019/09/21 00:00:00+00,Walk In,54,White,Female,2018/12/13 00:00:00+00,LAW DEPARTMENT,,Procedure,Exonerated,Black,Male,11889
18-787,70244,2019/09/21 00:00:00+00,Walk In,64,Black,Female,2018/10/31 00:00:00+00,PRISONER PROCESSING UNIT,,Procedure,Exonerated,Black,Male,11890
18-787,70244,2019/09/21 00:00:00+00,Walk In,64,Black,Female,2018/10/31 00:00:00+00,PRISONER PROCESSING UNIT,,Demeanor,Inconclusive,Black,Male,11891
18-786,70243,2019/09/20 00:00:00+00,Telephone (or TDD),43,White,Female,2018/12/14 00:00:00+00,12TH PRECINCT,,Harassment,Unfounded,White,Female,11660
18-785,70242,2019/09/20 00:00:00+00,Telephone (or TDD),32,Black,Male,2019/01/14 00:00:00+00,UNKNOWN COMMAND,,Property,Inconclusive,Unknown,Unknown,11661
18-785,70242,2019/09/20 00:00:00+00,Telephone (or TDD),32,Black,Male,2019/01/14 00:00:00+00,2ND PRECINCT,,Property,No Charge,Black,Male,11662
18-785,70242,2019/09/20 00:00:00+00,Telephone (or TDD),32,Black,Male,2019/01/14 00:00:00+00,2ND PRECINCT,,Property,No Charge,White,Male,11663
18-785,70242,2019/09/20 00:00:00+00,Telephone (or TDD),32,Black,Male,2019/01/14 00:00:00+00,2ND PRECINCT,,Procedure,Inconclusive,Black,Male,11664
18-785,70242,2019/09/20 00:00:00+00,Telephone (or TDD),32,Black,Male,2019/01/14 00:00:00+00,2ND PRECINCT,,Procedure,Inconclusive,White,Male,11665
18-785,70242,2019/09/20 00:00:00+00,Telephone (or TDD),32,Black,Male,2019/01/14 00:00:00+00,2ND PRECINCT,,Procedure,Exonerated,Black,Male,11666
18-785,70242,2019/09/20 00:00:00+00,Telephone (or TDD),32,Black,Male,2019/01/14 00:00:00+00,2ND PRECINCT,,Procedure,Exonerated,White,Male,11668
18-784,70241,2019/09/20 00:00:00+00,Telephone (or TDD),38,Other,Male,2018/11/29 00:00:00+00,UNKNOWN COMMAND,,Demeanor,No Charge,Unknown,Unknown,11695
18-784,70241,2019/09/20 00:00:00+00,Telephone (or TDD),38,Other,Male,2018/11/29 00:00:00+00,TELEPHONE CRIME REPORTING UNIT,,Demeanor,Inconclusive,Black,Female,11698
18-783,70240,2019/09/20 00:00:00+00,Telephone (or TDD),50,Black,Female,2018/12/21 00:00:00+00,UNKNOWN COMMAND,,Service,No Charge,Unknown,Unknown,11700
18-783,70240,2019/09/20 00:00:00+00,Telephone (or TDD),50,Black,Female,2018/12/21 00:00:00+00,UNKNOWN COMMAND,,Procedure,No Charge,Unknown,Unknown,11702
18-783,70240,2019/09/20 00:00:00+00,Telephone (or TDD),50,Black,Female,2018/12/21 00:00:00+00,UNKNOWN COMMAND,,Demeanor,No Charge,Unknown,Unknown,11705
18-783,70240,2019/09/20 00:00:00+00,Telephone (or TDD),50,Black,Female,2018/12/21 00:00:00+00,5TH PRECINCT,,Service,Unfounded,White,Female,11717
18-783,70240,2019/09/20 00:00:00+00,Telephone (or TDD),50,Black,Female,2018/12/21 00:00:00+00,5TH PRECINCT,,Demeanor,Unfounded,White,Female,11726
18-782,70239,2019/09/20 00:00:00+00,Telephone (or TDD),50,White,Female,2019/01/03 00:00:00+00,4TH PRECINCT,,Procedure,Exonerated,Black,Male,11733
18-782,70239,2019/09/20 00:00:00+00,Telephone (or TDD),50,White,Female,2019/01/03 00:00:00+00,4TH PRECINCT,,Demeanor,Inconclusive,Black,Male,11740
18-781,70238,2019/09/19 00:00:00+00,Telephone (or TDD),34,White,Female,2018/12/04 00:00:00+00,8TH PRECINCT,Admin.close/Inadequate Service,Service,Admin. Closure,Black,Female,11603
18-781,70238,2019/09/19 00:00:00+00,Telephone (or TDD),34,White,Female,2018/12/04 00:00:00+00,UNKNOWN COMMAND,Admin.close/Inadequate Service,Procedure,No Charge,Unknown,Unknown,11653
18-781,70238,2019/09/19 00:00:00+00,Telephone (or TDD),34,White,Female,2018/12/04 00:00:00+00,8TH PRECINCT,Admin.close/Inadequate Service,Service,Admin. Closure,Black,Male,11654
18-780,70237,2019/09/19 00:00:00+00,Walk In,41,White,Female,2018/11/21 00:00:00+00,8TH PRECINCT,Admin. Closure,Procedure,Admin. Closure,White,Male,11658
18-780,70237,2019/09/19 00:00:00+00,Walk In,41,White,Female,2018/11/21 00:00:00+00,8TH PRECINCT,Admin. Closure,Demeanor,Admin. Closure,White,Male,11659
18-779,70236,2019/09/18 00:00:00+00,Telephone (or TDD),70,Other,Male,2018/12/18 00:00:00+00,UNKNOWN COMMAND,,Demeanor,No Charge,Unknown,Unknown,11629
18-779,70236,2019/09/18 00:00:00+00,Telephone (or TDD),70,Other,Male,2018/12/18 00:00:00+00,11TH PRECINCT,,Demeanor,Inconclusive,White,Male,11630
18-778,70235,2019/09/18 00:00:00+00,Walk In,48,Black,Female,2019/01/08 00:00:00+00,UNKNOWN COMMAND,,Search,Unfounded,Unknown,Unknown,11631
18-778,70235,2019/09/18 00:00:00+00,Walk In,48,Black,Female,2019/01/08 00:00:00+00,UNKNOWN COMMAND,,Demeanor,No Charge,Unknown,Unknown,11632
18-778,70235,2019/09/18 00:00:00+00,Walk In,48,Black,Female,2019/01/08 00:00:00+00,GANG INTELLIGENCE,,Property,Unfounded,Black,Male,11633
18-778,70235,2019/09/18 00:00:00+00,Walk In,48,Black,Female,2019/01/08 00:00:00+00,GANG INTELLIGENCE,,Property,Unfounded,Black,Male,11634
18-778,70235,2019/09/18 00:00:00+00,Walk In,48,Black,Female,2019/01/08 00:00:00+00,GANG INTELLIGENCE,,Property,Unfounded,White,Male,11635
18-778,70235,2019/09/18 00:00:00+00,Walk In,48,Black,Female,2019/01/08 00:00:00+00,GANG INTELLIGENCE,,Procedure,Unfounded,Black,Male,11636
18-778,70235,2019/09/18 00:00:00+00,Walk In,48,Black,Female,2019/01/08 00:00:00+00,GANG INTELLIGENCE,,Procedure,Sustained,Black,Male,11637
18-778,70235,2019/09/18 00:00:00+00,Walk In,48,Black,Female,2019/01/08 00:00:00+00,GANG INTELLIGENCE,,Procedure,Inconclusive,Black,Male,11638
18-778,70235,2019/09/18 00:00:00+00,Walk In,48,Black,Female,2019/01/08 00:00:00+00,GANG INTELLIGENCE,,Procedure,Inconclusive,Black,Male,11641
18-778,70235,2019/09/18 00:00:00+00,Walk In,48,Black,Female,2019/01/08 00:00:00+00,GANG INTELLIGENCE,,Procedure,Inconclusive,White,Male,11642
18-778,70235,2019/09/18 00:00:00+00,Walk In,48,Black,Female,2019/01/08 00:00:00+00,GANG INTELLIGENCE,,Procedure,Exonerated,Black,Male,11643
18-778,70235,2019/09/18 00:00:00+00,Walk In,48,Black,Female,2019/01/08 00:00:00+00,GANG INTELLIGENCE,,Procedure,Exonerated,Black,Male,11644
18-778,70235,2019/09/18 00:00:00+00,Walk In,48,Black,Female,2019/01/08 00:00:00+00,GANG INTELLIGENCE,,Procedure,Exonerated,White,Male,11645
18-778,70235,2019/09/18 00:00:00+00,Walk In,48,Black,Female,2019/01/08 00:00:00+00,GANG INTELLIGENCE,,Force,Exonerated,Black,Male,11646
18-778,70235,2019/09/18 00:00:00+00,Walk In,48,Black,Female,2019/01/08 00:00:00+00,GANG INTELLIGENCE,,Demeanor,Sustained,Black,Male,11647
18-778,70235,2019/09/18 00:00:00+00,Walk In,48,Black,Female,2019/01/08 00:00:00+00,GANG INTELLIGENCE,,Demeanor,Sustained,Black,Male,11648
18-778,70235,2019/09/18 00:00:00+00,Walk In,48,Black,Female,2019/01/08 00:00:00+00,GANG INTELLIGENCE,,Demeanor,Sustained,White,Male,11649
18-778,70235,2019/09/18 00:00:00+00,Walk In,48,Black,Female,2019/01/08 00:00:00+00,GANG INTELLIGENCE,,Arrest,Exonerated,Black,Male,11650
18-778,70235,2019/09/18 00:00:00+00,Walk In,48,Black,Female,2019/01/08 00:00:00+00,GANG INTELLIGENCE,,Arrest,Exonerated,Black,Male,11651
18-778,70235,2019/09/18 00:00:00+00,Walk In,48,Black,Female,2019/01/08 00:00:00+00,GANG INTELLIGENCE,,Arrest,Exonerated,White,Male,11652
18-777,70234,2019/09/17 00:00:00+00,Walk In,48,Black,Male,2018/12/19 00:00:00+00,FATAL SQUAD,,Demeanor,Inconclusive,White,Male,11421
18-777,70234,2019/09/17 00:00:00+00,Walk In,48,Black,Male,2018/12/19 00:00:00+00,8TH PRECINCT,,Demeanor,Inconclusive,Black,Male,11422
18-777,70234,2019/09/17 00:00:00+00,Walk In,48,Black,Male,2018/12/19 00:00:00+00,8TH PRECINCT,,Demeanor,Inconclusive,White,Female,11423
