BPC,CCR,Report_Date,Entry,Age,ctznRace,ctznSex,Closed,Unit,Administrative_Closure,Allegation,Finding,ofcrRace,ofcrSex,ObjectId
18-298,69722,2020/04/25 00:00:00+00,Telephone (or TDD),60,Black,Male,2018/07/25 00:00:00+00,7TH PRECINCT PDU,,Procedure,Inconclusive,Black,Male,9765
18-294,69711,2020/04/25 00:00:00+00,Online,69,Black,Female,2018/07/26 00:00:00+00,SPECIAL VICTIMS UNIT,Admin. Closure,Service,Admin. Closure,White,Female,9766
18-294,69711,2020/04/25 00:00:00+00,Online,69,Black,Female,2018/07/26 00:00:00+00,SPECIAL VICTIMS UNIT,Admin. Closure,Procedure,No Charge,Black,Male,9767
18-295,69718,2020/04/25 00:00:00+00,Walk In,47,Black,Female,2018/05/17 00:00:00+00,UNKNOWN COMMAND,,Procedure,No Charge,Unknown,Unknown,9768
18-299,69723,2020/04/25 00:00:00+00,Walk In,29,Black,Male,2018/08/06 00:00:00+00,2ND PRECINCT,,Procedure,Exonerated,White,Male,9769
18-299,69723,2020/04/25 00:00:00+00,Walk In,29,Black,Male,2018/08/06 00:00:00+00,2ND PRECINCT,,Procedure,Exonerated,White,Male,9770
18-296,69719,2020/04/25 00:00:00+00,Telephone (or TDD),32,Black,Female,2018/06/27 00:00:00+00,COMMUNICATIONS OPERATIONS,Admin.close/Inadequate Service,Service,Admin. Closure,Black,Male,9771
18-295,69718,2020/04/25 00:00:00+00,Walk In,47,Black,Female,2018/05/17 00:00:00+00,COMMUNICATIONS OPERATIONS,,Service,Unfounded,Black,Female,9772
18-295,69718,2020/04/25 00:00:00+00,Walk In,47,Black,Female,2018/05/17 00:00:00+00,COMMUNICATIONS OPERATIONS,,Service,Unfounded,Black,Female,9773
18-295,69718,2020/04/25 00:00:00+00,Walk In,47,Black,Female,2018/05/17 00:00:00+00,COMMUNICATIONS OPERATIONS,,Service,Unfounded,Black,Female,9774
18-293,69708,2020/04/25 00:00:00+00,In-Custody,67,Black,Female,2018/07/23 00:00:00+00,SPECIAL VICTIMS UNIT,,Force,Unfounded,Black,Male,9775
18-297,69721,2020/04/25 00:00:00+00,In-Custody,42,Biracial,Male,2018/05/14 00:00:00+00,2ND PRECINCT,Transferred,Force,Admin. Closure,White,Male,9776
18-297,69721,2020/04/25 00:00:00+00,In-Custody,42,Biracial,Male,2018/05/14 00:00:00+00,2ND PRECINCT,Transferred,Force,Admin. Closure,White,Male,9777
18-294,69711,2020/04/25 00:00:00+00,Online,69,Black,Female,2018/07/26 00:00:00+00,SPECIAL VICTIMS UNIT,Admin. Closure,Procedure,No Charge,White,Female,9778
18-295,69718,2020/04/25 00:00:00+00,Walk In,47,Black,Female,2018/05/17 00:00:00+00,UNKNOWN COMMAND,,Demeanor,No Charge,Unknown,Unknown,9779
18-298,69722,2020/04/25 00:00:00+00,Telephone (or TDD),60,Black,Male,2018/07/25 00:00:00+00,UNKNOWN COMMAND,,Procedure,No Charge,Unknown,Unknown,9780
18-294,69711,2020/04/25 00:00:00+00,Online,69,Black,Female,2018/07/26 00:00:00+00,SPECIAL VICTIMS UNIT,Admin. Closure,Procedure,No Charge,White,Male,9781
18-292,69707,2020/04/24 00:00:00+00,Telephone (or TDD),66,Black,Female,2018/05/17 00:00:00+00,SPECIAL VICTIMS UNIT,Admin.close/Inadequate Service,Service,Admin. Closure,Unknown,Unknown,9756
18-291,69706,2020/04/24 00:00:00+00,In-Custody,40,Black,Male,2018/07/26 00:00:00+00,SPECIAL VICTIMS UNIT,,Force,No Charge,White,Male,9757
18-292,69707,2020/04/24 00:00:00+00,Telephone (or TDD),66,Black,Female,2018/05/17 00:00:00+00,SPECIAL VICTIMS UNIT,Admin.close/Inadequate Service,Service,No Charge,Unknown,Unknown,9758
18-291,69706,2020/04/24 00:00:00+00,In-Custody,40,Black,Male,2018/07/26 00:00:00+00,SPECIAL VICTIMS UNIT,,Force,Unfounded,Black,Male,9759
18-289,69704,2020/04/23 00:00:00+00,Walk In,48,Black,Female,2018/06/06 00:00:00+00,SPECIAL VICTIMS UNIT,,Service,Unfounded,White,Male,9705
18-289,69704,2020/04/23 00:00:00+00,Walk In,48,Black,Female,2018/06/06 00:00:00+00,SPECIAL VICTIMS UNIT,,Demeanor,Unfounded,White,Male,9707
18-290,69705,2020/04/23 00:00:00+00,Telephone (or TDD),40,Black,Male,2018/05/17 00:00:00+00,SPECIAL VICTIMS UNIT,Admin. Closure,Harassment,Admin. Closure,Unknown,Unknown,9755
18-287,69702,2020/04/22 00:00:00+00,Walk In,35,Black,Female,2018/07/25 00:00:00+00,SPECIAL VICTIMS UNIT,,Procedure,Inconclusive,Black,Male,9651
18-287,69702,2020/04/22 00:00:00+00,Walk In,35,Black,Female,2018/07/25 00:00:00+00,SPECIAL VICTIMS UNIT,,Procedure,Inconclusive,Black,Male,9703
18-288,69703,2020/04/22 00:00:00+00,Walk In,43,Black,Female,2018/07/05 00:00:00+00,SPECIAL VICTIMS UNIT,,Procedure,Exonerated,Black,Female,9746
18-288,69703,2020/04/22 00:00:00+00,Walk In,43,Black,Female,2018/07/05 00:00:00+00,SPECIAL VICTIMS UNIT,,Procedure,Unfounded,Black,Female,9747
18-288,69703,2020/04/22 00:00:00+00,Walk In,43,Black,Female,2018/07/05 00:00:00+00,SPECIAL VICTIMS UNIT,,Service,No Charge,Black,Female,9748
18-287,69702,2020/04/22 00:00:00+00,Walk In,35,Black,Female,2018/07/25 00:00:00+00,SPECIAL VICTIMS UNIT,,Procedure,Exonerated,Black,Male,9749
18-287,69702,2020/04/22 00:00:00+00,Walk In,35,Black,Female,2018/07/25 00:00:00+00,SPECIAL VICTIMS UNIT,,Procedure,Exonerated,Black,Male,9750
18-287,69702,2020/04/22 00:00:00+00,Walk In,35,Black,Female,2018/07/25 00:00:00+00,SPECIAL VICTIMS UNIT,,Service,Exonerated,Unknown,Unknown,9751
18-287,69702,2020/04/22 00:00:00+00,Walk In,35,Black,Female,2018/07/25 00:00:00+00,SPECIAL VICTIMS UNIT,,Procedure,Unfounded,Black,Male,9752
18-287,69702,2020/04/22 00:00:00+00,Walk In,35,Black,Female,2018/07/25 00:00:00+00,SPECIAL VICTIMS UNIT,,Procedure,Unfounded,Black,Male,9753
18-288,69703,2020/04/22 00:00:00+00,Walk In,43,Black,Female,2018/07/05 00:00:00+00,SPECIAL VICTIMS UNIT,,Demeanor,No Charge,Black,Female,9754
18-285,69700,2020/04/20 00:00:00+00,Telephone (or TDD),25,Arabic,Male,2018/07/13 00:00:00+00,SPECIAL VICTIMS UNIT,Admin. Closure,Procedure,No Charge,Unknown,Unknown,9720
18-284,69699,2020/04/20 00:00:00+00,Telephone (or TDD),46,Black,Male,2018/07/23 00:00:00+00,SPECIAL VICTIMS UNIT,,Procedure,No Charge,Unknown,Unknown,9721
18-283,69698,2020/04/20 00:00:00+00,Walk In,35,Black,Male,2018/07/26 00:00:00+00,SPECIAL VICTIMS UNIT,,Harassment,Unfounded,Asian,Male,9722
18-283,69698,2020/04/20 00:00:00+00,Walk In,35,Black,Male,2018/07/26 00:00:00+00,SPECIAL VICTIMS UNIT,,Harassment,Unfounded,Asian,Male,9723
18-283,69698,2020/04/20 00:00:00+00,Walk In,35,Black,Male,2018/07/26 00:00:00+00,SPECIAL VICTIMS UNIT,,Demeanor,Inconclusive,Black,Male,9724
18-283,69698,2020/04/20 00:00:00+00,Walk In,35,Black,Male,2018/07/26 00:00:00+00,SPECIAL VICTIMS UNIT,,Search,Exonerated,Asian,Male,9725
18-283,69698,2020/04/20 00:00:00+00,Walk In,35,Black,Male,2018/07/26 00:00:00+00,SPECIAL VICTIMS UNIT,,Search,Exonerated,Asian,Male,9726
18-283,69698,2020/04/20 00:00:00+00,Walk In,35,Black,Male,2018/07/26 00:00:00+00,SPECIAL VICTIMS UNIT,,Procedure,Exonerated,Black,Male,9727
18-284,69699,2020/04/20 00:00:00+00,Telephone (or TDD),46,Black,Male,2018/07/23 00:00:00+00,SPECIAL VICTIMS UNIT,,Service,Inconclusive,Black,Male,9728
18-284,69699,2020/04/20 00:00:00+00,Telephone (or TDD),46,Black,Male,2018/07/23 00:00:00+00,SPECIAL VICTIMS UNIT,,Service,Inconclusive,Black,Male,9729
18-283,69698,2020/04/20 00:00:00+00,Walk In,35,Black,Male,2018/07/26 00:00:00+00,SPECIAL VICTIMS UNIT,,Procedure,Sustained,White,Male,9730
18-283,69698,2020/04/20 00:00:00+00,Walk In,35,Black,Male,2018/07/26 00:00:00+00,SPECIAL VICTIMS UNIT,,Search,Exonerated,Black,Male,9731
18-285,69700,2020/04/20 00:00:00+00,Telephone (or TDD),25,Arabic,Male,2018/07/13 00:00:00+00,SPECIAL VICTIMS UNIT,Admin. Closure,Procedure,Admin. Closure,White,Male,9732
18-283,69698,2020/04/20 00:00:00+00,Walk In,35,Black,Male,2018/07/26 00:00:00+00,SPECIAL VICTIMS UNIT,,Demeanor,Inconclusive,White,Male,9733
18-283,69698,2020/04/20 00:00:00+00,Walk In,35,Black,Male,2018/07/26 00:00:00+00,SPECIAL VICTIMS UNIT,,Demeanor,Inconclusive,Asian,Male,9734
18-283,69698,2020/04/20 00:00:00+00,Walk In,35,Black,Male,2018/07/26 00:00:00+00,SPECIAL VICTIMS UNIT,,Demeanor,Inconclusive,Asian,Male,9735
18-283,69698,2020/04/20 00:00:00+00,Walk In,35,Black,Male,2018/07/26 00:00:00+00,SPECIAL VICTIMS UNIT,,Procedure,Sustained,Black,Male,9736
18-283,69698,2020/04/20 00:00:00+00,Walk In,35,Black,Male,2018/07/26 00:00:00+00,SPECIAL VICTIMS UNIT,,Harassment,Unfounded,White,Male,9737
18-283,69698,2020/04/20 00:00:00+00,Walk In,35,Black,Male,2018/07/26 00:00:00+00,SPECIAL VICTIMS UNIT,,Search,Exonerated,White,Male,9738
18-286,69701,2020/04/20 00:00:00+00,Walk In,24,Other,Female,2018/07/18 00:00:00+00,SPECIAL VICTIMS UNIT,,Demeanor,Inconclusive,Black,Female,9739
18-284,69699,2020/04/20 00:00:00+00,Telephone (or TDD),46,Black,Male,2018/07/23 00:00:00+00,SPECIAL VICTIMS UNIT,,Service,Exonerated,Black,Male,9740
18-284,69699,2020/04/20 00:00:00+00,Telephone (or TDD),46,Black,Male,2018/07/23 00:00:00+00,SPECIAL VICTIMS UNIT,,Service,Exonerated,Black,Male,9741
18-285,69700,2020/04/20 00:00:00+00,Telephone (or TDD),25,Arabic,Male,2018/07/13 00:00:00+00,SPECIAL VICTIMS UNIT,Admin. Closure,Procedure,Admin. Closure,Black,Male,9742
18-284,69699,2020/04/20 00:00:00+00,Telephone (or TDD),46,Black,Male,2018/07/23 00:00:00+00,SPECIAL VICTIMS UNIT,,Procedure,Sustained,Black,Male,9743
18-284,69699,2020/04/20 00:00:00+00,Telephone (or TDD),46,Black,Male,2018/07/23 00:00:00+00,SPECIAL VICTIMS UNIT,,Procedure,Sustained,Black,Male,9744
18-283,69698,2020/04/20 00:00:00+00,Walk In,35,Black,Male,2018/07/26 00:00:00+00,SPECIAL VICTIMS UNIT,,Harassment,Unfounded,Black,Male,9745
18-281,69696,2020/04/19 00:00:00+00,Telephone (or TDD),48,Black,Female,2018/07/17 00:00:00+00,SPECIAL VICTIMS UNIT,Admin. Closure,Demeanor,No Charge,Unknown,Unknown,9716
18-282,69697,2020/04/19 00:00:00+00,Walk In,29,Black,Male,2018/07/02 00:00:00+00,SPECIAL VICTIMS UNIT,Admin. Closure,Property,Admin. Closure,Black,Male,9717
18-282,69697,2020/04/19 00:00:00+00,Walk In,29,Black,Male,2018/07/02 00:00:00+00,SPECIAL VICTIMS UNIT,Admin. Closure,Property,Admin. Closure,Black,Male,9718
18-281,69696,2020/04/19 00:00:00+00,Telephone (or TDD),48,Black,Female,2018/07/17 00:00:00+00,SPECIAL VICTIMS UNIT,Admin. Closure,Procedure,Admin. Closure,Unknown,Unknown,9719
18-279,69694,2020/04/18 00:00:00+00,Walk In,34,Black,Male,2018/07/19 00:00:00+00,SPECIAL VICTIMS UNIT,,Procedure,Sustained,White,Male,9711
18-278,69693,2020/04/18 00:00:00+00,Telephone (or TDD),33,Black,Female,2018/05/15 00:00:00+00,SPECIAL VICTIMS UNIT,Admin.Close/Innocence of the Charge,Procedure,Admin. Closure,Black,Male,9712
18-280,69695,2020/04/18 00:00:00+00,Walk In,37,Black,Female,2018/06/26 00:00:00+00,SPECIAL VICTIMS UNIT,,Demeanor,Exonerated,Black,Male,9713
18-279,69694,2020/04/18 00:00:00+00,Walk In,34,Black,Male,2018/07/19 00:00:00+00,SPECIAL VICTIMS UNIT,,Procedure,Sustained,Black,Male,9714
18-280,69695,2020/04/18 00:00:00+00,Walk In,37,Black,Female,2018/06/26 00:00:00+00,SPECIAL VICTIMS UNIT,,Demeanor,Unfounded,Black,Male,9715
18-277,69692,2020/04/17 00:00:00+00,Telephone (or TDD),49,Black,Female,2018/07/18 00:00:00+00,SPECIAL VICTIMS UNIT,,Service,Sustained,White,Female,9708
18-277,69692,2020/04/17 00:00:00+00,Telephone (or TDD),49,Black,Female,2018/07/18 00:00:00+00,SPECIAL VICTIMS UNIT,,Procedure,No Charge,Unknown,Unknown,9709
18-277,69692,2020/04/17 00:00:00+00,Telephone (or TDD),49,Black,Female,2018/07/18 00:00:00+00,SPECIAL VICTIMS UNIT,,Service,No Charge,Unknown,Unknown,9710
18-275,69690,2020/04/16 00:00:00+00,Walk In,33,Black,Male,2018/06/12 00:00:00+00,GANG INTELLIGENCE,,Procedure,Sustained,White,Male,9702
18-275,69690,2020/04/16 00:00:00+00,Walk In,33,Black,Male,2018/06/12 00:00:00+00,UNKNOWN COMMAND,,Procedure,No Charge,Unknown,Unknown,9704
18-276,69691,2020/04/16 00:00:00+00,Walk In,52,Black,Female,2018/07/16 00:00:00+00,SPECIAL VICTIMS UNIT,,Service,No Charge,White,Male,9706
18-276,69691,2020/04/16 00:00:00+00,Walk In,52,Black,Female,2018/07/16 00:00:00+00,SPECIAL VICTIMS UNIT,,Procedure,Unfounded,White,Male,9818
18-275,69690,2020/04/16 00:00:00+00,Walk In,33,Black,Male,2018/06/12 00:00:00+00,GANG INTELLIGENCE,,Procedure,Sustained,Black,Male,9819
18-274,69689,2020/04/16 00:00:00+00,Telephone (or TDD),63,Black,Male,2018/07/11 00:00:00+00,UNKNOWN COMMAND,,Procedure,No Charge,Unknown,Unknown,9820
18-275,69690,2020/04/16 00:00:00+00,Walk In,60,Black,Female,2018/06/12 00:00:00+00,GANG INTELLIGENCE,,Procedure,Sustained,White,Male,9821
18-275,69690,2020/04/16 00:00:00+00,Walk In,60,Black,Female,2018/06/12 00:00:00+00,GANG INTELLIGENCE,,Procedure,Inconclusive,Black,Male,9822
18-275,69690,2020/04/16 00:00:00+00,Walk In,60,Black,Female,2018/06/12 00:00:00+00,UNKNOWN COMMAND,,Arrest,No Charge,Unknown,Unknown,9823
18-275,69690,2020/04/16 00:00:00+00,Walk In,60,Black,Female,2018/06/12 00:00:00+00,GANG INTELLIGENCE,,Search,Exonerated,Black,Male,9824
18-275,69690,2020/04/16 00:00:00+00,Walk In,33,Black,Male,2018/06/12 00:00:00+00,GANG INTELLIGENCE,,Search,Exonerated,White,Male,9825
18-274,69689,2020/04/16 00:00:00+00,Telephone (or TDD),63,Black,Male,2018/07/11 00:00:00+00,2ND PRECINCT,,Procedure,Sustained,Black,Male,9826
18-275,69690,2020/04/16 00:00:00+00,Walk In,33,Black,Male,2018/06/12 00:00:00+00,GANG INTELLIGENCE,,Procedure,Inconclusive,Black,Male,9827
18-275,69690,2020/04/16 00:00:00+00,Walk In,60,Black,Female,2018/06/12 00:00:00+00,GANG INTELLIGENCE,,Procedure,Unfounded,White,Male,9828
18-276,69691,2020/04/16 00:00:00+00,Walk In,52,Black,Female,2018/07/16 00:00:00+00,SPECIAL VICTIMS UNIT,,Demeanor,Inconclusive,Black,Male,9829
18-275,69690,2020/04/16 00:00:00+00,Walk In,33,Black,Male,2018/06/12 00:00:00+00,UNKNOWN COMMAND,,Search,No Charge,Unknown,Unknown,9830
18-275,69690,2020/04/16 00:00:00+00,Walk In,33,Black,Male,2018/06/12 00:00:00+00,GANG INTELLIGENCE,,Procedure,Unfounded,White,Male,9831
18-275,69690,2020/04/16 00:00:00+00,Walk In,60,Black,Female,2018/06/12 00:00:00+00,GANG INTELLIGENCE,,Procedure,Inconclusive,White,Male,9832
18-275,69690,2020/04/16 00:00:00+00,Walk In,60,Black,Female,2018/06/12 00:00:00+00,UNKNOWN COMMAND,,Procedure,No Charge,Unknown,Unknown,9833
18-272,69687,2020/04/16 00:00:00+00,Walk In,36,Black,Male,2018/05/30 00:00:00+00,7TH PRECINCT,,Procedure,Unfounded,Black,Male,9834
18-275,69690,2020/04/16 00:00:00+00,Walk In,33,Black,Male,2018/06/12 00:00:00+00,GANG INTELLIGENCE,,Procedure,Inconclusive,White,Male,9835
18-275,69690,2020/04/16 00:00:00+00,Walk In,60,Black,Female,2018/06/12 00:00:00+00,GANG INTELLIGENCE,,Procedure,Sustained,Black,Male,9836
18-275,69690,2020/04/16 00:00:00+00,Walk In,60,Black,Female,2018/06/12 00:00:00+00,UNKNOWN COMMAND,,Search,No Charge,Unknown,Unknown,9837
18-276,69691,2020/04/16 00:00:00+00,Walk In,52,Black,Female,2018/07/16 00:00:00+00,SPECIAL VICTIMS UNIT,,Procedure,No Charge,Black,Male,9838
18-273,69688,2020/04/16 00:00:00+00,Walk In,66,Black,Female,2018/07/17 00:00:00+00,3RD PRECINCT,,Service,No Charge,White,Female,9839
18-272,69687,2020/04/16 00:00:00+00,Walk In,36,Black,Male,2018/05/30 00:00:00+00,7TH PRECINCT,,Procedure,Unfounded,White,Male,9840
18-274,69689,2020/04/16 00:00:00+00,Telephone (or TDD),63,Black,Male,2018/07/11 00:00:00+00,UNKNOWN COMMAND,,Demeanor,No Charge,Unknown,Unknown,9841
18-276,69691,2020/04/16 00:00:00+00,Walk In,52,Black,Female,2018/07/16 00:00:00+00,SPECIAL VICTIMS UNIT,,Demeanor,No Charge,White,Male,9842
18-274,69689,2020/04/16 00:00:00+00,Telephone (or TDD),63,Black,Male,2018/07/11 00:00:00+00,2ND PRECINCT,,Demeanor,Sustained,Black,Male,9843
18-275,69690,2020/04/16 00:00:00+00,Walk In,33,Black,Male,2018/06/12 00:00:00+00,GANG INTELLIGENCE,,Search,Exonerated,Black,Male,9844
18-275,69690,2020/04/16 00:00:00+00,Walk In,33,Black,Male,2018/06/12 00:00:00+00,UNKNOWN COMMAND,,Arrest,No Charge,Unknown,Unknown,9845
18-273,69688,2020/04/16 00:00:00+00,Walk In,66,Black,Female,2018/07/17 00:00:00+00,3RD PRECINCT,,Service,No Charge,Black,Male,9846
18-273,69688,2020/04/16 00:00:00+00,Walk In,66,Black,Female,2018/07/17 00:00:00+00,3RD PRECINCT,,Service,No Charge,Black,Male,9847
18-275,69690,2020/04/16 00:00:00+00,Walk In,60,Black,Female,2018/06/12 00:00:00+00,GANG INTELLIGENCE,,Search,Exonerated,White,Male,9848
18-273,69688,2020/04/16 00:00:00+00,Walk In,66,Black,Female,2018/07/17 00:00:00+00,3RD PRECINCT,,Arrest,Exonerated,Black,Male,9849
18-276,69691,2020/04/16 00:00:00+00,Walk In,52,Black,Female,2018/07/16 00:00:00+00,SPECIAL VICTIMS UNIT,,Service,No Charge,Black,Male,9850
18-268,69683,2020/04/13 00:00:00+00,Online,37,Black,Female,2018/07/12 00:00:00+00,7TH PRECINCT,Admin. Closure,Arrest,No Charge,Black,Male,9808
18-268,69683,2020/04/13 00:00:00+00,Online,37,Black,Female,2018/07/12 00:00:00+00,7TH PRECINCT,Admin. Closure,Procedure,Admin. Closure,Black,Female,9809
18-268,69683,2020/04/13 00:00:00+00,Online,37,Black,Female,2018/07/12 00:00:00+00,7TH PRECINCT,Admin. Closure,Arrest,No Charge,Black,Female,9810
18-270,69685,2020/04/13 00:00:00+00,Walk In,54,Black,Female,2018/06/29 00:00:00+00,12TH PRECINCT,,Procedure,Exonerated,Black,Male,9811
18-271,69686,2020/04/13 00:00:00+00,Telephone (or TDD),62,Black,Male,2018/06/27 00:00:00+00,7TH PRECINCT PDU,Admin. Closure,Procedure,Admin. Closure,Black,Male,9812
18-271,69686,2020/04/13 00:00:00+00,Telephone (or TDD),62,Black,Male,2018/06/27 00:00:00+00,7TH PRECINCT PDU,Admin. Closure,Service,Admin. Closure,Black,Male,9813
18-269,69684,2020/04/13 00:00:00+00,Telephone (or TDD),24,Black,Male,2018/07/13 00:00:00+00,5TH PRECINCT,,Demeanor,Unfounded,Black,Male,9814
18-270,69685,2020/04/13 00:00:00+00,Walk In,54,Black,Female,2018/06/29 00:00:00+00,12TH PRECINCT,,Procedure,Unfounded,Black,Male,9815
18-269,69684,2020/04/13 00:00:00+00,Telephone (or TDD),24,Black,Male,2018/07/13 00:00:00+00,5TH PRECINCT,,Procedure,No Charge,Black,Male,9816
18-268,69683,2020/04/13 00:00:00+00,Online,37,Black,Female,2018/07/12 00:00:00+00,7TH PRECINCT,Admin. Closure,Procedure,Admin. Closure,Black,Male,9817
18-267,69682,2020/04/12 00:00:00+00,Walk In,33,Black,Female,2018/05/21 00:00:00+00,12TH PRECINCT,,Demeanor,Sustained,Asian,Male,9803
18-266,69681,2020/04/12 00:00:00+00,Walk In,78,Unknown,Male,2018/07/12 00:00:00+00,UNKNOWN COMMAND,,Procedure,No Charge,Unknown,Unknown,9804
18-267,69682,2020/04/12 00:00:00+00,Walk In,33,Black,Female,2018/05/21 00:00:00+00,12TH PRECINCT,,Procedure,Sustained,Asian,Male,9805
18-266,69681,2020/04/12 00:00:00+00,Walk In,78,Unknown,Male,2018/07/12 00:00:00+00,2ND PRECINCT,,Procedure,Exonerated,Black,Male,9806
18-266,69681,2020/04/12 00:00:00+00,Walk In,78,Unknown,Male,2018/07/12 00:00:00+00,2ND PRECINCT,,Procedure,Exonerated,White,Male,9807
18-264,69679,2020/04/11 00:00:00+00,Telephone (or TDD),45,Black,Male,2018/07/10 00:00:00+00,8TH PRECINCT PDU,Admin.close/Inadequate Service,Service,Admin. Closure,Black,Female,9693
18-263,69678,2020/04/11 00:00:00+00,Online,62,Other,Female,2018/06/07 00:00:00+00,12TH PRECINCT,Admin. Closure,Procedure,Admin. Closure,Black,Male,9694
18-262,69677,2020/04/11 00:00:00+00,Walk In,44,Black,Male,2018/07/13 00:00:00+00,UNKNOWN COMMAND,,Demeanor,Inconclusive,Unknown,Unknown,9695
18-264,69679,2020/04/11 00:00:00+00,Telephone (or TDD),45,Black,Male,2018/07/10 00:00:00+00,8TH PRECINCT,Admin.close/Inadequate Service,Service,Admin. Closure,Black,Female,9696
18-264,69679,2020/04/11 00:00:00+00,Telephone (or TDD),45,Black,Male,2018/07/10 00:00:00+00,8TH PRECINCT,Admin.close/Inadequate Service,Service,Admin. Closure,Black,Female,9697
18-263,69678,2020/04/11 00:00:00+00,Online,62,Other,Female,2018/06/07 00:00:00+00,UNKNOWN COMMAND,Admin. Closure,Procedure,No Charge,Unknown,Unknown,9698
18-262,69677,2020/04/11 00:00:00+00,Walk In,44,Black,Male,2018/07/13 00:00:00+00,UNKNOWN COMMAND,,Procedure,Inconclusive,Unknown,Unknown,9699
18-264,69679,2020/04/11 00:00:00+00,Telephone (or TDD),46,Black,Female,2018/07/10 00:00:00+00,8TH PRECINCT,Admin.close/Inadequate Service,Service,Admin. Closure,Black,Female,9700
18-264,69679,2020/04/11 00:00:00+00,Telephone (or TDD),46,Black,Female,2018/07/10 00:00:00+00,8TH PRECINCT,Admin.close/Inadequate Service,Service,Admin. Closure,Black,Female,9701
18-265,69680,2020/04/11 00:00:00+00,Online,,Unknown,Female,2018/05/18 00:00:00+00,4TH PRECINCT,Admin. Closure,Procedure,Admin. Closure,White,Male,9801
18-264,69679,2020/04/11 00:00:00+00,Telephone (or TDD),46,Black,Female,2018/07/10 00:00:00+00,8TH PRECINCT PDU,Admin.close/Inadequate Service,Service,Admin. Closure,Black,Female,9802
18-260,69675,2020/04/10 00:00:00+00,Online,58,Black,Male,2018/07/12 00:00:00+00,UNKNOWN COMMAND,Admin. Closure,Demeanor,Admin. Closure,Unknown,Unknown,9688
18-261,69676,2020/04/10 00:00:00+00,Telephone (or TDD),33,Black,Female,2018/07/10 00:00:00+00,UNKNOWN COMMAND,Admin. Closure,Demeanor,Admin. Closure,Black,Female,9689
18-258,69673,2020/04/10 00:00:00+00,Online,36,White,Male,2018/04/23 00:00:00+00,SUPPORT SERVICES,Admin. Closure,Demeanor,Admin. Closure,Black,Male,9690
18-258,69673,2020/04/10 00:00:00+00,Online,36,White,Male,2018/04/23 00:00:00+00,SUPPORT SERVICES,Admin. Closure,Procedure,Admin. Closure,Black,Male,9691
18-259,69674,2020/04/10 00:00:00+00,Telephone (or TDD),25,Black,Female,2018/06/25 00:00:00+00,SPECIAL VICTIMS UNIT,,Demeanor,Inconclusive,Black,Female,9692
18-249,69664,2020/04/09 00:00:00+00,Telephone (or TDD),29,Black,Male,2018/07/11 00:00:00+00,MAJOR VIOLATORS,,Property,Inconclusive,White,Male,9652
18-249,69664,2020/04/09 00:00:00+00,Telephone (or TDD),29,Black,Male,2018/07/11 00:00:00+00,MAJOR VIOLATORS,,Procedure,Inconclusive,Black,Male,9653
18-249,69664,2020/04/09 00:00:00+00,Telephone (or TDD),29,Black,Male,2018/07/11 00:00:00+00,MAJOR VIOLATORS,,Procedure,Inconclusive,Black,Male,9654
18-249,69664,2020/04/09 00:00:00+00,Telephone (or TDD),29,Black,Male,2018/07/11 00:00:00+00,MAJOR VIOLATORS,,Procedure,Inconclusive,Black,Male,9655
18-249,69664,2020/04/09 00:00:00+00,Telephone (or TDD),29,Black,Male,2018/07/11 00:00:00+00,MAJOR VIOLATORS,,Procedure,Inconclusive,Hispanic,Male,9656
18-248,69663,2020/04/09 00:00:00+00,Telephone (or TDD),30,Black,Female,2018/07/10 00:00:00+00,9TH PRECINCT,,Procedure,Inconclusive,Black,Male,9657
18-253,69668,2020/04/09 00:00:00+00,Telephone (or TDD),47,Black,Male,2018/06/21 00:00:00+00,UNKNOWN COMMAND,Admin. Closure,Procedure,No Charge,Unknown,Unknown,9658
18-248,69663,2020/04/09 00:00:00+00,Telephone (or TDD),30,Black,Female,2018/07/10 00:00:00+00,9TH PRECINCT,,Procedure,Sustained,Black,Male,9659
18-251,69666,2020/04/09 00:00:00+00,Telephone (or TDD),24,Black,Female,2018/05/30 00:00:00+00,4TH PRECINCT,,Procedure,No Charge,White,Male,9660
18-256,69671,2020/04/09 00:00:00+00,In-Custody,46,Black,Female,2018/07/06 00:00:00+00,12TH PRECINCT,,Service,No Charge,White,Male,9661
18-248,69663,2020/04/09 00:00:00+00,Telephone (or TDD),30,Black,Female,2018/07/10 00:00:00+00,HOMICIDE SECTION,,Procedure,Inconclusive,White,Male,9662
18-257,69672,2020/04/09 00:00:00+00,Walk In,24,Black,Male,2018/07/10 00:00:00+00,2ND PRECINCT,,Property,No Charge,Black,Male,9663
18-251,69666,2020/04/09 00:00:00+00,Telephone (or TDD),24,Black,Female,2018/05/30 00:00:00+00,4TH PRECINCT,,Procedure,No Charge,Black,Male,9664
18-250,69665,2020/04/09 00:00:00+00,Online,57,Black,Male,2018/07/03 00:00:00+00,8TH PRECINCT PDU,Admin.close/Inadequate Service,Service,Admin. Closure,Unknown,Unknown,9665
18-253,69668,2020/04/09 00:00:00+00,Telephone (or TDD),47,Black,Male,2018/06/21 00:00:00+00,2ND PRECINCT,Admin. Closure,Procedure,Admin. Closure,White,Male,9666
18-249,69664,2020/04/09 00:00:00+00,Telephone (or TDD),29,Black,Male,2018/07/11 00:00:00+00,MAJOR VIOLATORS,,procedure,Inconclusive,Black,Female,9667
